sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_11175_45,Q7L5N7,Lysophosphatidylcholine acyltransferase 2,0,0,1,LPCAT2
SeqId_11177_16,P13647,"Keratin, type II cytoskeletal 5",0,0,1,KRT5
SeqId_11178_21,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",0,0,0,SVEP1
SeqId_11179_7,Q9BXA7,Testis-specific serine/threonine-protein kinase 1,0,0,0,TSSK1B
SeqId_11180_17,Q92922,SWI/SNF complex subunit SMARCC1,0,0,0,SMARCC1
SeqId_11185_145,P30793,GTP cyclohydrolase 1,0,0,0,GCH1
SeqId_11186_12,Q8NDY8,Transmembrane protein 52,0,0,0,TMEM52
SeqId_11187_11,Q5QGZ9,C-type lectin domain family 12 member A,0,0,0,CLEC12A
SeqId_11190_129,Q96TA2,ATP-dependent zinc metalloprotease YME1L1,0,0,0,YME1L1
SeqId_11192_168,Q9GZM7,Tubulointerstitial nephritis antigen-like,0,0,0,TINAGL1
SeqId_11193_27,P20823,Hepatocyte nuclear factor 1-alpha,0,0,0,HNF1A
SeqId_11194_6,Q9Y3P8,Signaling threshold-regulating transmembrane adapter 1,0,0,0,SIT1
SeqId_11196_31,P12111,Collagen alpha-3(VI) chain,0,0,0,COL6A3
SeqId_11198_37,Q96BA8,Cyclic AMP-responsive element-binding protein 3-like protein 1,0,0,0,CREB3L1
SeqId_11201_19,Q9Y606,tRNA pseudouridine synthase A,0,0,0,PUS1
SeqId_11202_70,Q99593,T-box transcription factor TBX5,0,0,0,TBX5
SeqId_11204_80,P78310,Coxsackievirus and adenovirus receptor,0,0,0,CXADR
SeqId_11205_10,P26010,Integrin beta-7,0,0,0,ITGB7
SeqId_11207_3,P21757,Macrophage scavenger receptor types I and II,0,0,0,MSR1
SeqId_11208_15,Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,0,0,1,NAGPA
SeqId_11211_7,Q15813,Tubulin-specific chaperone E,0,0,1,TBCE
SeqId_11212_7,Q8NBS9,Thioredoxin domain-containing protein 5,0,0,0,TXNDC5
SeqId_11214_40,Q9UBS3,DnaJ homolog subfamily B member 9,0,0,0,DNAJB9
SeqId_11215_6,P55291,Cadherin-15,0,0,1,CDH15
SeqId_11217_16,Q13363,C-terminal-binding protein 1,0,0,1,CTBP1
SeqId_11218_84,P51580,Thiopurine S-methyltransferase,0,0,1,TPMT
SeqId_11219_95,Q8TAT2,Fibroblast growth factor-binding protein 3,0,0,0,FGFBP3
SeqId_11220_53,Q8TEF2,Uncharacterized protein C10orf105,0,0,0,C10orf105
SeqId_11222_62,,,1,1,1,
SeqId_11223_1,Q6P9G4,Transmembrane protein 154,0,0,0,TMEM154
SeqId_11226_16,Q05086,Ubiquitin-protein ligase E3A,0,0,1,UBE3A
SeqId_11227_31,Q9Y4P3,Transducin beta-like protein 2,0,0,1,TBL2
SeqId_11228_37,Q7Z5B4,Protein RIC-3,0,0,0,RIC3
SeqId_11229_16,O75460,Serine/threonine-protein kinase/endoribonuclease IRE1,0,0,0,ERN1
SeqId_11230_12,,,1,1,1,
SeqId_11231_12,Q6P4F2,"Ferredoxin-2, mitochondrial",0,0,0,FDX1L
SeqId_11237_49,Q15113,Procollagen C-endopeptidase enhancer 1,0,0,0,PCOLCE
SeqId_11239_49,Q8IU80,Transmembrane protease serine 6,0,0,1,TMPRSS6
SeqId_11241_8,P04424,Argininosuccinate lyase,0,0,0,ASL
SeqId_11242_33,P22735,Protein-glutamine gamma-glutamyltransferase K,0,0,0,TGM1
SeqId_11243_90,Q5T601,Adhesion G-protein coupled receptor F1,0,0,1,ADGRF1
SeqId_11247_20,Q8N159,"N-acetylglutamate synthase, mitochondrial",0,0,0,NAGS
SeqId_11248_43,P10746,Uroporphyrinogen-III synthase,0,0,0,UROS
SeqId_11252_30,O75427,Leucine-rich repeat and calponin homology domain-containing protein 4,0,0,0,LRCH4
SeqId_11254_13,O95428,Papilin,0,0,0,PAPLN
SeqId_11257_1,P09417,Dihydropteridine reductase,0,0,0,QDPR
SeqId_11258_41,Q13477,Mucosal addressin cell adhesion molecule 1,0,0,1,MADCAM1
SeqId_11260_47,Q8TC36,SUN domain-containing protein 5,0,0,0,SUN5
SeqId_11262_39,Q9H4I3,TraB domain-containing protein,0,0,1,TRABD
SeqId_11263_57,P31415,Calsequestrin-1,0,0,1,CASQ1
SeqId_11264_33,P47989,Xanthine dehydrogenase/oxidase,0,0,1,XDH
SeqId_11265_8,P00352,Retinal dehydrogenase 1,0,0,0,ALDH1A1
SeqId_11266_8,Q14242,P-selectin glycoprotein ligand 1,0,0,0,SELPLG
SeqId_11270_17,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",0,0,0,CHCHD10
SeqId_11273_176,P0CG30,Glutathione S-transferase theta-2B,0,0,0,GSTT2B
SeqId_11275_94,Q9NZR2,Low-density lipoprotein receptor-related protein 1B,0,0,0,LRP1B
SeqId_11277_23,P18850,Cyclic AMP-dependent transcription factor ATF-6 alpha,0,0,0,ATF6
SeqId_11278_4,P13942,Collagen alpha-2(XI) chain,0,0,0,COL11A2
SeqId_11279_42,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,0,0,0,GABBR1
SeqId_11280_6,Q99259,Glutamate decarboxylase 1,0,0,0,GAD1
SeqId_11281_6,Q14451,Growth factor receptor-bound protein 7,0,0,1,GRB7
SeqId_11283_13,Q96JK2,DDB1- and CUL4-associated factor 5,0,0,0,DCAF5
SeqId_11284_24,Q6GTX8,Leukocyte-associated immunoglobulin-like receptor 1,0,0,0,LAIR1
SeqId_11286_78,Q9BQE4,Selenoprotein S,0,0,1,VIMP
SeqId_11287_14,P00167,Cytochrome b5,0,0,0,CYB5A
SeqId_11288_26,P49902,Cytosolic purine 5'-nucleotidase,0,0,0,NT5C2
SeqId_11289_31,P48730,Casein kinase I isoform delta,0,0,0,CSNK1D
SeqId_11291_73,,,1,1,1,
SeqId_11292_13,Q6AZY7,Scavenger receptor class A member 3,0,0,1,SCARA3
SeqId_11293_14,Q6UXK5,Leucine-rich repeat neuronal protein 1,0,0,0,LRRN1
SeqId_11297_54,Q04721,Neurogenic locus notch homolog protein 2,0,0,0,NOTCH2
SeqId_11300_32,Q99523,Sortilin,0,0,0,SORT1
SeqId_11302_237,Q92752,Tenascin-R,0,0,0,TNR
SeqId_11303_7,Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,0,0,0,SAMHD1
SeqId_11307_33,Q9H0M0,NEDD4-like E3 ubiquitin-protein ligase WWP1,0,0,1,WWP1
SeqId_11308_8,Q8TEY5,Cyclic AMP-responsive element-binding protein 3-like protein 4,0,0,0,CREB3L4
SeqId_11311_79,P15918,V(D)J recombination-activating protein 1,0,0,0,RAG1
SeqId_11312_40,P54278,Mismatch repair endonuclease PMS2,0,0,0,PMS2
SeqId_11313_100,P61457,Pterin-4-alpha-carbinolamine dehydratase,0,0,0,PCBD1
SeqId_11315_148,O15297,Protein phosphatase 1D,0,0,0,PPM1D
SeqId_11319_106,P49959,Double-strand break repair protein MRE11,0,0,0,MRE11A
SeqId_11320_29,Q96EP1,E3 ubiquitin-protein ligase CHFR,0,0,1,CHFR
SeqId_11324_3,A1KZ92,Peroxidasin-like protein,0,0,0,PXDNL
SeqId_11325_8,P78543,Protein BTG2,0,0,1,BTG2
SeqId_11327_56,P49760,Dual specificity protein kinase CLK2,0,0,1,CLK2
SeqId_11328_9,Q9BQ65,U6 snRNA phosphodiesterase,0,0,0,USB1
SeqId_11330_15,P67870,Casein kinase II subunit beta,0,0,1,CSNK2B
SeqId_11333_82,P42331,Rho GTPase-activating protein 25,0,0,1,ARHGAP25
SeqId_11334_7,O75022,Leukocyte immunoglobulin-like receptor subfamily B member 3,0,0,0,LILRB3
SeqId_11336_9,Q9NPI8,Fanconi anemia group F protein,0,0,0,FANCF
SeqId_11338_49,P51451,Tyrosine-protein kinase Blk,0,0,0,BLK
SeqId_11342_59,Q6UX71,Plexin domain-containing protein 2,0,0,0,PLXDC2
SeqId_11347_9,P37837,Transaldolase,0,0,1,TALDO1
SeqId_11348_132,O15460,Prolyl 4-hydroxylase subunit alpha-2,0,0,0,P4HA2
SeqId_11350_30,Q9UNE7,E3 ubiquitin-protein ligase CHIP,0,0,0,STUB1
SeqId_11351_233,Q9H9Q4,Non-homologous end-joining factor 1,0,0,0,NHEJ1
SeqId_11352_42,Q8WZ42,Titin,0,0,0,TTN
SeqId_11354_21,Q9NQ66,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",0,0,1,PLCB1
SeqId_11355_10,Q9GZV4,Eukaryotic translation initiation factor 5A-2,0,0,1,EIF5A2
SeqId_11356_19,Q96DF8,Splicing factor ESS-2 homolog,0,0,0,DGCR14
SeqId_11358_15,Q13322,Growth factor receptor-bound protein 10,0,0,1,GRB10
SeqId_11360_39,P23921,Ribonucleoside-diphosphate reductase large subunit,0,0,1,RRM1
SeqId_11361_73,P19971,Thymidine phosphorylase,0,0,1,TYMP
SeqId_11363_58,P55087,Aquaporin-4,0,0,0,AQP4
SeqId_11364_18,Q8IWA4,Mitofusin-1,0,0,0,MFN1
SeqId_11365_17,Q6N022,Teneurin-4,0,0,0,TENM4
SeqId_11368_32,P54819,"Adenylate kinase 2, mitochondrial",0,0,1,AK2
SeqId_11369_23,P11766,Alcohol dehydrogenase class-3,0,0,1,ADH5
SeqId_11370_20,Q9NRR6,72 kDa inositol polyphosphate 5-phosphatase,0,0,0,INPP5E
SeqId_11371_1,Q96P66,Probable G-protein coupled receptor 101,0,0,0,GPR101
SeqId_11372_2,P17022,Zinc finger protein 18,7,0,1,ZNF18
SeqId_11375_49,P58012,Forkhead box protein L2,0,0,0,FOXL2
SeqId_11377_19,P40394,Alcohol dehydrogenase class 4 mu/sigma chain,0,0,0,ADH7
SeqId_11378_37,P43405,Tyrosine-protein kinase SYK,0,0,1,SYK
SeqId_11380_84,Q9BX46,RNA-binding protein 24,0,0,1,RBM24
SeqId_11381_56,P60891,Ribose-phosphate pyrophosphokinase 1,0,0,0,PRPS1
SeqId_11382_5,P53004,Biliverdin reductase A,0,0,1,BLVRA
SeqId_11383_41,P08729,"Keratin, type II cytoskeletal 7",0,0,0,KRT7
SeqId_11387_3,Q99941,Cyclic AMP-dependent transcription factor ATF-6 beta,0,0,0,ATF6B
SeqId_11388_75,Q14508,WAP four-disulfide core domain protein 2,0,0,0,WFDC2
SeqId_11390_24,P35219,Carbonic anhydrase-related protein,0,0,0,CA8
SeqId_11391_69,Q03426,Mevalonate kinase,0,0,0,MVK
SeqId_11395_5,Q14289,Protein-tyrosine kinase 2-beta,0,0,1,PTK2B
SeqId_11396_39,Q9UI46,"Dynein intermediate chain 1, axonemal",0,0,1,DNAI1
SeqId_11401_181,Q9NTX7,E3 ubiquitin-protein ligase RNF146,0,0,0,RNF146
SeqId_11402_17,Q8NEZ4,Histone-lysine N-methyltransferase 2C,0,0,0,KMT2C
SeqId_11405_150,Q9H257,Caspase recruitment domain-containing protein 9,0,0,0,CARD9
SeqId_11406_82,Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial",0,0,0,ACAD8
SeqId_11407_57,Q9NRY6,Phospholipid scramblase 3,0,0,0,PLSCR3
SeqId_11416_23,Q9UKA2,F-box/LRR-repeat protein 4,0,0,1,FBXL4
SeqId_11421_10,Q9H223,EH domain-containing protein 4,0,0,1,EHD4
SeqId_11422_2,O60479,Homeobox protein DLX-3,0,0,0,DLX3
SeqId_11424_4,P16930,Fumarylacetoacetase,0,0,0,FAH
SeqId_11425_31,Q96T51,RUN and FYVE domain-containing protein 1,0,0,1,RUFY1
SeqId_11428_31,O00151,PDZ and LIM domain protein 1,0,0,1,PDLIM1
SeqId_11429_80,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,0,0,1,HNRNPC
SeqId_11430_49,Q86Y01,E3 ubiquitin-protein ligase DTX1,0,0,1,DTX1
SeqId_11431_235,P46063,ATP-dependent DNA helicase Q1,0,0,1,RECQL
SeqId_11432_11,O60828,Polyglutamine-binding protein 1,0,0,1,PQBP1
SeqId_11433_11,Q96GX1,Tectonic-2,0,0,0,TCTN2
SeqId_11436_6,Q16352,Alpha-internexin,0,0,0,INA
SeqId_11438_6,P25686,DnaJ homolog subfamily B member 2,0,0,1,DNAJB2
SeqId_11439_88,Q8IUC4,Rhophilin-2,0,0,0,RHPN2
SeqId_11440_58,O14543,Suppressor of cytokine signaling 3,0,0,0,SOCS3
SeqId_11441_11,P06737,"Glycogen phosphorylase, liver form",0,0,0,PYGL
SeqId_11442_1,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,0,0,1,DNER
SeqId_11444_49,Q9H1D9,DNA-directed RNA polymerase III subunit RPC6,0,0,0,POLR3F
SeqId_11448_34,P51570,Galactokinase,0,0,1,GALK1
SeqId_11449_22,P52907,F-actin-capping protein subunit alpha-1,0,0,1,CAPZA1
SeqId_11454_87,O75821,Eukaryotic translation initiation factor 3 subunit G,0,0,1,EIF3G
SeqId_11456_2,Q96LZ2,Melanoma-associated antigen B10,0,0,1,MAGEB10
SeqId_11457_53,Q14376,UDP-glucose 4-epimerase,0,0,1,GALE
SeqId_11458_30,Q15365,Poly(rC)-binding protein 1,0,0,1,PCBP1
SeqId_11459_81,P55199,RNA polymerase II elongation factor ELL,0,0,1,ELL
SeqId_11462_8,O43251,RNA binding protein fox-1 homolog 2,0,0,0,RBFOX2
SeqId_11464_9,Q01201,Transcription factor RelB,0,0,0,RELB
SeqId_11465_4,Q8IZ08,G-protein coupled receptor 135,0,0,0,GPR135
SeqId_11468_15,Q9Y4C8,Probable RNA-binding protein 19,0,0,0,RBM19
SeqId_11476_43,Q9UN37,Vacuolar protein sorting-associated protein 4A,0,0,1,VPS4A
SeqId_11480_1,P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",0,0,0,ALDH3A1
SeqId_11481_25,Q8TDQ0,Hepatitis A virus cellular receptor 2,0,0,0,HAVCR2
SeqId_11486_26,Q15697,Zinc finger protein 174,0,0,0,ZNF174
SeqId_11490_42,P11441,Ubiquitin-like protein 4A,0,0,1,UBL4A
SeqId_11493_169,Q96FJ2,"Dynein light chain 2, cytoplasmic",0,0,1,DYNLL2
SeqId_11494_4,O00472,RNA polymerase II elongation factor ELL2,0,0,0,ELL2
SeqId_11510_31,O14791,Apolipoprotein L1,0,0,0,APOL1
SeqId_11513_92,P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,0,0,0,CD38
SeqId_11514_196,P13987,CD59 glycoprotein,0,0,1,CD59
SeqId_11516_7,P07148,"Fatty acid-binding protein, liver",0,0,0,FABP1
SeqId_11530_37,P08397,Porphobilinogen deaminase,0,0,1,HMBS
SeqId_11531_24,Q9H7M9,V-type immunoglobulin domain-containing suppressor of T-cell activation,0,0,1,C10orf54
SeqId_11534_6,Q3SXY7,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",0,0,0,LRIT3
SeqId_11536_9,Q5VVJ2,Histone H2A deubiquitinase MYSM1,0,0,0,MYSM1
SeqId_11537_12,Q9UP52,Transferrin receptor protein 2,0,0,0,TFR2
SeqId_11538_216,O95822,"Malonyl-CoA decarboxylase, mitochondrial",0,0,0,MLYCD
SeqId_11539_4,P56134,"ATP synthase subunit f, mitochondrial",0,0,1,ATP5J2
SeqId_11540_37,O43524,Forkhead box protein O3,0,0,1,FOXO3
SeqId_11542_11,Q96A57,Transmembrane protein 230,0,0,0,TMEM230
SeqId_11543_84,Q9UHB6,LIM domain and actin-binding protein 1,0,0,1,LIMA1
SeqId_11544_39,Q92576,PHD finger protein 3,0,0,0,PHF3
SeqId_11546_7,Q8WWM9,Cytoglobin,0,0,0,CYGB
SeqId_11547_84,O15146,"Muscle, skeletal receptor tyrosine-protein kinase",0,0,0,MUSK
SeqId_11548_84,P30304,M-phase inducer phosphatase 1,0,0,1,CDC25A
SeqId_11549_6,P61371,Insulin gene enhancer protein ISL-1,0,0,0,ISL1
SeqId_11551_16,Q9P0W2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,0,0,0,HMG20B
SeqId_11556_19,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1,0,0,1,ARFGAP1
SeqId_11557_3,Q9HCE7,E3 ubiquitin-protein ligase SMURF1,0,0,0,SMURF1
SeqId_11560_76,Q14934,"Nuclear factor of activated T-cells, cytoplasmic 4",0,0,0,NFATC4
SeqId_11561_32,,,1,1,1,
SeqId_11562_9,P56282,DNA polymerase epsilon subunit 2,0,0,0,POLE2
SeqId_11563_51,Q96C24,Synaptotagmin-like protein 4,0,0,0,SYTL4
SeqId_11565_58,P17027,Zinc finger protein 23,0,0,0,ZNF23
SeqId_11566_48,Q14CN4,"Keratin, type II cytoskeletal 72",0,0,0,KRT72
SeqId_11567_23,P21506,Zinc finger protein 10,0,0,1,ZNF10
SeqId_11568_2,P68106,Peptidyl-prolyl cis-trans isomerase FKBP1B,0,0,1,FKBP1B
SeqId_11570_94,Q9UHQ4,B-cell receptor-associated protein 29,0,0,0,BCAP29
SeqId_11571_75,Q07444,NKG2-E type II integral membrane protein,7,0,1,KLRC3
SeqId_11572_4,P50570,Dynamin-2,0,0,1,DNM2
SeqId_11573_3,Q13247,Serine/arginine-rich splicing factor 6,0,0,1,SRSF6
SeqId_11582_63,O60884,DnaJ homolog subfamily A member 2,0,0,1,DNAJA2
SeqId_11587_5,Q8IWI9,MAX gene-associated protein,0,0,0,MGA
SeqId_11590_5,Q86U06,Probable RNA-binding protein 23,0,0,0,RBM23
SeqId_11591_43,O43663,Protein regulator of cytokinesis 1,0,0,0,PRC1
SeqId_11592_1,Q15717,ELAV-like protein 1,0,0,0,ELAVL1
SeqId_11593_21,Q07325,C-X-C motif chemokine 9,0,0,0,CXCL9
SeqId_11596_47,P51815,Zinc finger protein 75D,0,0,0,ZNF75D
SeqId_11601_26,Q14562,ATP-dependent RNA helicase DHX8,0,0,0,DHX8
SeqId_11606_22,O75190,DnaJ homolog subfamily B member 6,0,0,1,DNAJB6
SeqId_11607_15,O95696,Bromodomain-containing protein 1,0,0,0,BRD1
SeqId_11608_5,Q9GZQ8,Microtubule-associated proteins 1A/1B light chain 3B,0,0,1,MAP1LC3B
SeqId_11614_29,P84090,Enhancer of rudimentary homolog,0,0,0,ERH
SeqId_11615_16,Q9UN19,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,0,0,1,DAPP1
SeqId_11616_9,Q00613,Heat shock factor protein 1,0,0,0,HSF1
SeqId_11617_1,P20701,Integrin alpha-L,0,0,0,ITGAL
SeqId_11618_83,P10242,Transcriptional activator Myb,0,0,0,MYB
SeqId_11626_7,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,0,0,1,UBE2V1
SeqId_11633_89,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,0,0,1,AHSA1
SeqId_11634_32,O43665,Regulator of G-protein signaling 10,0,0,1,RGS10
SeqId_11636_33,P37802,Transgelin-2,0,0,1,TAGLN2
SeqId_11638_42,O43825,"Beta-1,3-galactosyltransferase 2",0,0,0,B3GALT2
SeqId_11643_73,Q8TDB6,E3 ubiquitin-protein ligase DTX3L,0,0,0,DTX3L
SeqId_11645_9,P13674,Prolyl 4-hydroxylase subunit alpha-1,0,0,0,P4HA1
SeqId_11646_4,Q7L1S5,Carbohydrate sulfotransferase 9,0,0,0,CHST9
SeqId_11647_6,Q9ULW2,Frizzled-10,0,0,1,FZD10
SeqId_11649_3,Q8IYB5,Stromal membrane-associated protein 1,0,0,1,SMAP1
SeqId_11653_69,P48067,Sodium- and chloride-dependent glycine transporter 1,0,0,0,SLC6A9
SeqId_11654_77,Q8IZ57,Neurensin-1,0,0,0,NRSN1
SeqId_11656_110,Q9UI08,Ena/VASP-like protein,0,0,1,EVL
SeqId_11657_86,O14512,Suppressor of cytokine signaling 7,0,0,0,SOCS7
SeqId_11659_31,Q14677,Clathrin interactor 1,0,0,1,CLINT1
SeqId_11661_11,Q9C000,"NACHT, LRR and PYD domains-containing protein 1",0,0,0,NLRP1
SeqId_11664_32,Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,0,0,1,ARFGAP2
SeqId_11666_72,P57771,Regulator of G-protein signaling 8,0,0,1,RGS8
SeqId_11667_29,Q63HR2,Tensin-2,0,0,0,TNS2
SeqId_11669_39,Q9H2Y9,Solute carrier organic anion transporter family member 5A1,0,0,0,SLCO5A1
SeqId_11671_19,P55201,Peregrin,0,0,1,BRPF1
SeqId_11672_17,Q96L93,Kinesin-like protein KIF16B,0,0,1,KIF16B
SeqId_11677_17,Q8IZN3,Probable palmitoyltransferase ZDHHC14,0,0,0,ZDHHC14
SeqId_11678_105,Q9UKL4,Gap junction delta-2 protein,0,0,0,GJD2
SeqId_11681_8,P52594,Arf-GAP domain and FG repeat-containing protein 1,0,0,1,AGFG1
SeqId_11682_7,Q9H3M7,Thioredoxin-interacting protein,0,0,1,TXNIP
SeqId_11683_19,Q9NZ52,ADP-ribosylation factor-binding protein GGA3,0,0,1,GGA3
SeqId_11690_47,Q9UJX3,Anaphase-promoting complex subunit 7,0,0,0,ANAPC7
SeqId_11692_21,Q6S5L8,SHC-transforming protein 4,0,0,0,SHC4
SeqId_11696_7,P29373,Cellular retinoic acid-binding protein 2,0,0,0,CRABP2
SeqId_11699_16,Q12974,Protein tyrosine phosphatase type IVA 2,0,0,1,PTP4A2
SeqId_11708_2,P31025,Lipocalin-1,0,0,0,LCN1
SeqId_11709_29,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",0,0,1,CPT1B
SeqId_11715_1,P14859,"POU domain, class 2, transcription factor 1",0,0,0,POU2F1
SeqId_11716_28,A6NDA9,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2",0,0,0,LRIT2
SeqId_11816_84,O60674,Tyrosine-protein kinase JAK2,6,0,1,JAK2
SeqId_11825_27,Q9UBK2,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,0,0,0,PPARGC1A
SeqId_11827_7,P51449,Nuclear receptor ROR-gamma,0,0,0,RORC
SeqId_11837_7,Q9Y5U5,Tumor necrosis factor receptor superfamily member 18,0,0,0,TNFRSF18
SeqId_11838_130,Q92508,Piezo-type mechanosensitive ion channel component 1,0,0,0,PIEZO1
SeqId_11860_3,,,1,1,1,
SeqId_11872_9,Q9Y5G3,Protocadherin gamma-B1,0,0,0,PCDHGB1
SeqId_11895_21,,,1,1,1,
SeqId_11910_27,Q92988,Homeobox protein DLX-4,0,0,1,DLX4
SeqId_11911_13,Q9NT99,Leucine-rich repeat-containing protein 4B,0,0,0,LRRC4B
SeqId_11912_45,,,1,1,1,
SeqId_11917_8,,,1,1,1,
SeqId_11918_54,,,1,1,1,
SeqId_11919_84,,,1,1,1,
SeqId_11926_23,Q6PD74,Alpha- and gamma-adaptin-binding protein p34,0,0,0,AAGAB
SeqId_11927_3,,,1,1,1,
SeqId_11934_9,Q68E01,Integrator complex subunit 3,0,0,0,INTS3
SeqId_11939_11,,,1,1,1,
SeqId_11952_1,Q8IVU1,Immunoglobulin superfamily DCC subclass member 3,0,0,0,IGDCC3
SeqId_11955_1,Q07960,Rho GTPase-activating protein 1,0,0,1,ARHGAP1
SeqId_11967_23,P29762,Cellular retinoic acid-binding protein 1,0,0,1,CRABP1
SeqId_11969_5,P29034,Protein S100-A2,0,0,0,S100A2
SeqId_11986_30,,,1,1,1,
SeqId_11988_24,Q9HD43,Receptor-type tyrosine-protein phosphatase H,0,0,0,PTPRH
SeqId_11989_35,Q8N766,ER membrane protein complex subunit 1,0,0,0,EMC1
SeqId_11993_227,,,1,1,1,
SeqId_12001_7,Q07157,Tight junction protein ZO-1,0,0,0,TJP1
SeqId_12008_3,P09564,T-cell antigen CD7,0,1,1,CD7
SeqId_12012_33,,,1,1,1,
SeqId_12014_19,Q03393,6-pyruvoyl tetrahydrobiopterin synthase,0,0,1,PTS
SeqId_12016_60,P22681,E3 ubiquitin-protein ligase CBL,0,0,1,CBL
SeqId_12018_84,Q9H3S4,Thiamin pyrophosphokinase 1,0,0,0,TPK1
SeqId_12020_39,P07738,Bisphosphoglycerate mutase,0,0,1,BPGM
SeqId_12022_12,Q13485,Mothers against decapentaplegic homolog 4,0,0,1,SMAD4
SeqId_12030_82,P17661,Desmin,0,0,1,DES
SeqId_12033_3,O43683,Mitotic checkpoint serine/threonine-protein kinase BUB1,0,0,0,BUB1
SeqId_12034_28,Q01518,Adenylyl cyclase-associated protein 1,0,1,1,CAP1
SeqId_12041_33,P34931,Heat shock 70 kDa protein 1-like,0,0,0,HSPA1L
SeqId_12046_51,Q13148,TAR DNA-binding protein 43,0,0,1,TARDBP
SeqId_12329_21,Q15418,Ribosomal protein S6 kinase alpha-1,0,0,0,RPS6KA1
SeqId_12332_7,O00418,Eukaryotic elongation factor 2 kinase,0,0,1,EEF2K
SeqId_12333_87,P49247,Ribose-5-phosphate isomerase,0,0,0,RPIA
SeqId_12334_25,P34896,"Serine hydroxymethyltransferase, cytosolic",0,0,1,SHMT1
SeqId_12338_27,Q63HQ2,Pikachurin,0,0,1,EGFLAM
SeqId_12340_17,P49588,"Alanine--tRNA ligase, cytoplasmic",0,0,1,AARS
SeqId_12341_8,Q16828,Dual specificity protein phosphatase 6,0,0,1,DUSP6
SeqId_12343_14,Q15057,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",0,0,1,ACAP2
SeqId_12345_4,Q9UM13,Anaphase-promoting complex subunit 10,0,0,0,ANAPC10
SeqId_12347_29,Q9BSQ5,Cerebral cavernous malformations 2 protein,0,0,1,CCM2
SeqId_12348_46,Q9NP81,"Serine--tRNA ligase, mitochondrial",0,0,1,SARS2
SeqId_12350_86,P15036,Protein C-ets-2,0,0,0,ETS2
SeqId_12352_70,Q96B67,Arrestin domain-containing protein 3,0,0,0,ARRDC3
SeqId_12355_223,Q96E11,"Ribosome-recycling factor, mitochondrial",0,0,1,MRRF
SeqId_12356_65,P30626,Sorcin,0,0,1,SRI
SeqId_12357_41,O95721,Synaptosomal-associated protein 29,0,0,0,SNAP29
SeqId_12358_6,P78318,Immunoglobulin-binding protein 1,0,0,1,IGBP1
SeqId_12361_102,P62070,Ras-related protein R-Ras2,0,0,0,RRAS2
SeqId_12363_70,Q92519,Tribbles homolog 2,0,0,0,TRIB2
SeqId_12365_108,Q9Y265,RuvB-like 1,0,0,0,RUVBL1
SeqId_12366_16,P07320,Gamma-crystallin D,0,0,0,CRYGD
SeqId_12367_52,Q8N5G2,Macoilin,0,0,0,TMEM57
SeqId_12368_18,Q92831,Histone acetyltransferase KAT2B,0,0,0,KAT2B
SeqId_12370_30,Q13790,Apolipoprotein F,0,0,0,APOF
SeqId_12373_73,P62995,Transformer-2 protein homolog beta,0,0,1,TRA2B
SeqId_12374_8,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma,0,0,1,PAFAH1B3
SeqId_12376_85,P55273,Cyclin-dependent kinase 4 inhibitor D,0,0,1,CDKN2D
SeqId_12378_71,O15533,Tapasin,0,0,0,TAPBP
SeqId_12381_26,P16152,Carbonyl reductase [NADPH] 1,0,0,1,CBR1
SeqId_12382_2,O95786,Probable ATP-dependent RNA helicase DDX58,0,0,0,DDX58
SeqId_12384_92,Q9H9Q2,COP9 signalosome complex subunit 7b,0,0,0,COPS7B
SeqId_12385_4,P20807,Calpain-3,0,0,0,CAPN3
SeqId_12386_11,Q9H4A4,Aminopeptidase B,0,0,1,RNPEP
SeqId_12387_7,P50479,PDZ and LIM domain protein 4,0,0,0,PDLIM4
